Date,Country,State,Activity,Sex,Age,Deceased,standarized_country,Month,Year,Decade,Season
1963-04-01,australia,NEW SOUTH WALES,fishing,M,,N,Australia,April,1963.0,1960.0,Autumn
1963-04-01,usa,US VIRGIN ISLANDS,swimming,M,25.0,Y,United States,April,1963.0,1960.0,Spring
1963-04-01,south africa,KWAZULU-NATAL,swimming,M,15.0,N,South Africa,April,1963.0,1960.0,Autumn
1963-04-01,australia,WESTERN AUSTRALIA,surfing,M,25.0,N,Australia,April,1963.0,1960.0,Autumn
1963-04-01,usa,HAWAII,surfing,M,15.0,N,United States,April,1963.0,1960.0,Spring
1963-04-01,usa,HAWAII,Unspecific,M,,UNKNOWN,United States,April,1963.0,1960.0,Spring
1963-03-01,solomon islands,BOUGAINVILLE (NORTH SOLOMONS),Unspecific,M,,Y,Solomon Islands,March,1963.0,1960.0,Autumn
1963-02-01,papua new guinea,NEW IRELAND PROVINCE,swimming,M,,N,Papua New Guinea,February,1963.0,1960.0,Summer
1963-02-01,australia,NEW SOUTH WALES,fishing,M,18.0,N,Australia,February,1963.0,1960.0,Summer
1963-02-01,fiji,LOMAIVITI  ISLAND GROUP,fishing,M,28.0,N,Fiji,February,1963.0,1960.0,Summer
1963-02-01,mauritius,RODRIGUES,Unspecific,M,24.0,N,Mauritius,February,1963.0,1960.0,Summer
1963-02-01,usa,FLORIDA,boarding,M,,UNKNOWN,United States,February,1963.0,1960.0,Winter
1963-01-01,fiji,,diving,M,41.0,N,Fiji,January,1963.0,1960.0,Summer
1963-01-01,australia,NEW SOUTH WALES,wading,F,32.0,Y,Australia,January,1963.0,1960.0,Summer
1963-01-01,australia,NEW SOUTH WALES,swimming,M,25.0,UNKNOWN,Australia,January,1963.0,1960.0,Summer
1963-01-01,south africa,WESTERN CAPE PROVINCE,fishing,UNKNOWN,,N,South Africa,January,1963.0,1960.0,Summer
1963-01-01,new zealand,NORTH ISLAND,fishing,UNKNOWN,14.0,N,New Zealand,January,1963.0,1960.0,Summer
1963-01-01,south africa,EASTERN CAPE PROVINCE,fishing,M,,N,South Africa,January,1963.0,1960.0,Summer
1963-01-01,south africa,KWAZULU-NATAL,diving,M,27.0,N,South Africa,January,1963.0,1960.0,Summer
1963-01-01,south africa,KWAZULU-NATAL,fishing,M,24.0,N,South Africa,January,1963.0,1960.0,Summer
1963-01-01,australia,SOUTH AUSTRALIA,fishing,UNKNOWN,,N,Australia,January,1963.0,1960.0,Summer
1963-01-01,mozambique,,Unspecific,UNKNOWN,,N,Mozambique,January,1963.0,1960.0,Summer
,seychelles,,fishing,M,,Y,Seychelles,,,,Unknown
1962-12-01,south africa,KWAZULU-NATAL,diving,M,,N,South Africa,December,1962.0,1960.0,Summer
1962-12-01,australia,SOUTH AUSTRALIA,fishing,M,16.0,Y,Australia,December,1962.0,1960.0,Summer
1962-12-01,south africa,WESTERN CAPE PROVINCE,fishing,UNKNOWN,,N,South Africa,December,1962.0,1960.0,Summer
1962-11-01,australia,NEW SOUTH WALES,diving,M,26.0,N,Australia,November,1962.0,1960.0,Spring
1962-11-01,australia,QUEENSLAND,Unspecific,M,,UNKNOWN,Australia,November,1962.0,1960.0,Spring
1962-11-01,usa,CALIFORNIA,surfing,M,24.0,N,United States,November,1962.0,1960.0,Autumn
1962-11-01,australia,NEW SOUTH WALES,fishing,UNKNOWN,,N,Australia,November,1962.0,1960.0,Spring
1962-11-01,mid atlantic ocean,,Unspecific,M,,N,Mid Atlantic Ocean,November,1962.0,1960.0,Unknown
1962-10-01,south africa,KWAZULU-NATAL,fishing,M,30.0,N,South Africa,October,1962.0,1960.0,Spring
1962-10-01,mexico,VERACRUZ,wading,M,32.0,Y,Mexico,October,1962.0,1960.0,Autumn
1962-10-01,admiralty islands,MANUS ISLAND,Unspecific,M,26.0,N,Papua New Guinea,October,1962.0,1960.0,Spring
1962-10-01,australia,SOUTH AUSTRALIA,Unspecific,M,,N,Australia,October,1962.0,1960.0,Spring
1962-10-01,usa,CALIFORNIA,fishing,F,43.0,UNKNOWN,United States,October,1962.0,1960.0,Autumn
1962-10-01,panama,PINAS BAY,Unspecific,M,1.0,Y,Panama,October,1962.0,1960.0,Autumn
1962-09-01,british west indies,GRAND TURK ISLAND,fishing,M,24.0,N,Caribbean,September,1962.0,1960.0,Unknown
1962-09-01,mexico,VERACRUZ,swimming,M,20.0,N,Mexico,September,1962.0,1960.0,Autumn
1962-09-01,south atlantic ocean,OFF COAST OF WEST AFRICA,diving,M,29.0,Y,South Atlantic Ocean,September,1962.0,1960.0,Unknown
1962-09-01,italy,TYRRHENIAN SEA,fishing,M,28.0,Y,Italy,September,1962.0,1960.0,Autumn
1962-08-01,israel,SHARON,fishing,M,,UNKNOWN,Israel,August,1962.0,1960.0,Summer
1962-08-01,turkey,ANTALYA PROVINCE,Unspecific,M,,N,Turkey,August,1962.0,1960.0,Summer
1962-08-01,papua new guinea,NORTHERN DISTRICT,fishing,M,49.0,N,Papua New Guinea,August,1962.0,1960.0,Winter
1962-08-01,usa,CALIFORNIA,diving,M,39.0,N,United States,August,1962.0,1960.0,Summer
1962-08-01,usa,FLORIDA,Unspecific,UNKNOWN,,N,United States,August,1962.0,1960.0,Summer
1962-08-01,south africa,WESTERN CAPE PROVINCE,fishing,UNKNOWN,,N,South Africa,August,1962.0,1960.0,Winter
1962-08-01,usa,TEXAS,surfing,M,40.0,Y,United States,August,1962.0,1960.0,Summer
1962-08-01,usa,NEW JERSEY,Unspecific,M,24.0,N,United States,August,1962.0,1960.0,Summer
1962-08-01,papua new guinea,"NEW IRELAND PROVINCE, BISMARCK ARCHIPELAGO",fishing,M,,Y,Papua New Guinea,August,1962.0,1960.0,Winter
,italy,TYRRHENIAN SEA,diving,M,,N,Italy,,,,Unknown
1962-08-01,senegal,CAP VERT PENINSULA,Unspecific,M,23.0,N,Senegal,August,1962.0,1960.0,Unknown
1962-07-01,usa,SOUTH CAROLINA,Unspecific,M,21.0,N,United States,July,1962.0,1960.0,Summer
1962-07-01,madagascar,,Unspecific,M,20.0,N,Madagascar,July,1962.0,1960.0,Winter
1962-07-01,usa,CALIFORNIA,fishing,M,19.0,N,United States,July,1962.0,1960.0,Summer
1962-07-01,usa,GEORGIA,surfing,M,41.0,N,United States,July,1962.0,1960.0,Summer
1962-07-01,usa,GEORGIA,diving,M,13.0,N,United States,July,1962.0,1960.0,Summer
1962-07-01,greece,CYCLADES,Unspecific,UNKNOWN,,UNKNOWN,Greece,July,1962.0,1960.0,Summer
1962-06-01,usa,FLORIDA,Unspecific,M,,UNKNOWN,United States,June,1962.0,1960.0,Summer
1962-06-01,south africa,WESTERN CAPE PROVINCE,Unspecific,UNKNOWN,,N,South Africa,June,1962.0,1960.0,Winter
1962-06-01,usa,FLORIDA,Unspecific,M,11.0,N,United States,June,1962.0,1960.0,Summer
1962-06-01,usa,CALIFORNIA,Unspecific,M,31.0,N,United States,June,1962.0,1960.0,Summer
1962-06-01,usa,CALIFORNIA,Unspecific,M,32.0,Y,United States,June,1962.0,1960.0,Summer
1962-06-01,usa,CALIFORNIA,Unspecific,M,35.0,Y,United States,June,1962.0,1960.0,Summer
1962-06-01,papua new guinea,MADANG PROVINCE,Unspecific,M,,Y,Papua New Guinea,June,1962.0,1960.0,Winter
1962-06-01,usa,SOUTH CAROLINA,Unspecific,M,13.0,N,United States,June,1962.0,1960.0,Summer
1962-06-01,australia,WESTERN AUSTRALIA,fishing,UNKNOWN,,N,Australia,June,1962.0,1960.0,Winter
1962-06-01,usa,CALIFORNIA,diving,M,55.0,N,United States,June,1962.0,1960.0,Summer
1962-06-01,usa,FLORIDA,diving,M,31.0,N,United States,June,1962.0,1960.0,Summer
1962-05-01,usa,FLORIDA,Unspecific,M,17.0,N,United States,May,1962.0,1960.0,Spring
1962-05-01,usa,CALIFORNIA,Unspecific,UNKNOWN,,Y,United States,May,1962.0,1960.0,Spring
,fiji,VITI LEVU,fishing,UNKNOWN,,N,Fiji,,,,Unknown
1962-04-01,australia,QUEENSLAND,fishing,UNKNOWN,,N,Australia,April,1962.0,1960.0,Autumn
1962-04-01,mozambique,GAZA,swimming,M,16.0,N,Mozambique,April,1962.0,1960.0,Autumn
1962-04-01,south africa,KWAZULU-NATAL,wading,M,13.0,N,South Africa,April,1962.0,1960.0,Autumn
1962-04-01,south africa,EASTERN CAPE PROVINCE,fishing,UNKNOWN,,N,South Africa,April,1962.0,1960.0,Autumn
1962-03-01,new zealand,"OFF THE COROMANDEL PENINSULA, NORTH ISLAND",Unspecific,M,,N,New Zealand,March,1962.0,1960.0,Autumn
1962-03-01,australia,NEW SOUTH WALES,fishing,UNKNOWN,,N,Australia,March,1962.0,1960.0,Autumn
1962-03-01,papua new guinea,MADANG,swimming,M,10.0,Y,Papua New Guinea,March,1962.0,1960.0,Autumn
1962-02-01,papua new guinea,CENTRAL PROVINCE,swimming,M,,N,Papua New Guinea,February,1962.0,1960.0,Summer
1962-02-01,new zealand,SOUTHLAND,swimming,M,15.0,N,New Zealand,February,1962.0,1960.0,Summer
1962-02-01,australia,QUEENSLAND,fishing,M,,N,Australia,February,1962.0,1960.0,Summer
1962-02-01,south africa,KWAZULU-NATAL,swimming,M,22.0,Y,South Africa,February,1962.0,1960.0,Summer
1962-02-01,south africa,KWAZULU-NATAL,Unspecific,M,13.0,Y,South Africa,February,1962.0,1960.0,Summer
1962-02-01,australia,QUEENSLAND,swimming,M,35.0,N,Australia,February,1962.0,1960.0,Summer
1962-02-01,new zealand,NORTH ISLAND,fishing,UNKNOWN,,UNKNOWN,New Zealand,February,1962.0,1960.0,Summer
1962-02-01,solomon islands,GUADALCANAL PROVINCE,swimming,M,,Y,Solomon Islands,February,1962.0,1960.0,Summer
1962-01-01,new zealand,SOUTH ISLAND,Unspecific,M,18.0,N,New Zealand,January,1962.0,1960.0,Summer
1962-01-01,mozambique,GAZA,Unspecific,M,16.0,UNKNOWN,Mozambique,January,1962.0,1960.0,Summer
1962-01-01,australia,NEW SOUTH WALES,fishing,M,19.0,N,Australia,January,1962.0,1960.0,Summer
1962-01-01,south africa,KWAZULU-NATAL,fishing,M,40.0,UNKNOWN,South Africa,January,1962.0,1960.0,Summer
1962-01-01,new zealand,SOUTH ISLAND,fishing,UNKNOWN,,N,New Zealand,January,1962.0,1960.0,Summer
1962-01-01,new zealand,NORTH ISLAND,fishing,M,44.0,N,New Zealand,January,1962.0,1960.0,Summer
1962-01-01,usa,CALIFORNIA,surfing,M,29.0,N,United States,January,1962.0,1960.0,Winter
1962-01-01,australia,NEW SOUTH WALES,fishing,UNKNOWN,,N,Australia,January,1962.0,1960.0,Summer
1962-01-01,australia,NEW SOUTH WALES,surfing,M,19.0,N,Australia,January,1962.0,1960.0,Summer
1962-01-01,australia,SOUTH AUSTRALIA,fishing,UNKNOWN,,N,Australia,January,1962.0,1960.0,Summer
1962-01-01,papua new guinea,"10ºS, 142ºE",fishing,M,24.0,N,Papua New Guinea,January,1962.0,1960.0,Summer
1962-01-01,new zealand,SOUTH ISLAND,surfing,F,54.0,N,New Zealand,January,1962.0,1960.0,Summer
1962-01-01,australia,NEW SOUTH WALES,swimming,M,25.0,UNKNOWN,Australia,January,1962.0,1960.0,Summer
1962-01-01,australia,QUEENSLAND,Unspecific,UNKNOWN,,N,Australia,January,1962.0,1960.0,Summer
1962-01-01,australia,NEW SOUTH WALES,surfing,UNKNOWN,,N,Australia,January,1962.0,1960.0,Summer
1962-01-01,south africa,WESTERN CAPE PROVINCE,fishing,UNKNOWN,,N,South Africa,January,1962.0,1960.0,Summer
1962-01-01,marshall islands,KWAJALEIN ATOLL,fishing,M,57.0,N,Marshall Islands,January,1962.0,1960.0,Unknown
,spain,CATALONIA,Unspecific,F,,N,Spain,,,,Unknown
1962-06-01,indonesia,EAST FLORES,Unspecific,UNKNOWN,,Y,Indonesia,June,1962.0,1960.0,Unknown
,australia,SOUTH AUSTRALIA,diving,M,,N,Australia,,,,Unknown
1961-12-01,australia,QUEENSLAND,Unspecific,F,18.0,Y,Australia,December,1961.0,1960.0,Summer
1961-12-01,australia,QUEENSLAND,Unspecific,M,24.0,N,Australia,December,1961.0,1960.0,Summer
1961-12-01,south africa,KWAZULU-NATAL,Unspecific,M,18.0,N,South Africa,December,1961.0,1960.0,Summer
1961-12-01,australia,WESTERN AUSTRALIA,fishing,M,23.0,N,Australia,December,1961.0,1960.0,Summer
1961-12-01,australia,SOUTH AUSTRALIA,fishing,UNKNOWN,,N,Australia,December,1961.0,1960.0,Summer
1961-12-01,mozambique,GAZA,Unspecific,M,20.0,N,Mozambique,December,1961.0,1960.0,Summer
1961-12-01,australia,QUEENSLAND,surfing,M,22.0,Y,Australia,December,1961.0,1960.0,Summer
1961-12-01,australia,TORRES STRAIT,swimming,M,17.0,N,Australia,December,1961.0,1960.0,Summer
1961-10-01,philippines,WESTERN LUZON ISLAND,Unspecific,M,,N,Philippines,October,1961.0,1960.0,Unknown
1961-10-01,usa,FLORIDA,swimming,M,45.0,UNKNOWN,United States,October,1961.0,1960.0,Autumn
1961-10-01,vanuatu,SHEFA PROVINCE,kayaking,M,,N,Vanuatu,October,1961.0,1960.0,Spring
1961-10-01,usa,FLORIDA,Unspecific,M,45.0,Y,United States,October,1961.0,1960.0,Autumn
1961-09-01,usa,FLORIDA,Unspecific,M,16.0,N,United States,September,1961.0,1960.0,Autumn
1961-09-01,croatia,PRIMORJE-GORSKI KOTAR COUNTY,swimming,M,19.0,Y,Croatia,September,1961.0,1960.0,Autumn
1961-09-01,tanzania,,fishing,M,42.0,N,"Tanzania, United Republic of",September,1961.0,1960.0,Unknown
1961-09-01,mid atlantic ocean,165  MILES FROM BERMUDA,boarding,M,22.0,N,Mid Atlantic Ocean,September,1961.0,1960.0,Unknown
1961-09-01,persian gulf,25 KM OFF THE COAST OF IRAN & 483KM FROM MOUTH OF PERSIAN GULF,diving,M,,N,Persian Gulf,September,1961.0,1960.0,Unknown
1961-09-01,italy,VENICE PROVINCE,fishing,M,,N,Italy,September,1961.0,1960.0,Autumn
1961-09-01,australia,WESTERN AUSTRALIA,Unspecific,UNKNOWN,,UNKNOWN,Australia,September,1961.0,1960.0,Spring
1961-08-01,usa,CALIFORNIA,swimming,M,16.0,N,United States,August,1961.0,1960.0,Summer
1961-08-01,usa,SOUTH CAROLINA,wading,M,19.0,N,United States,August,1961.0,1960.0,Summer
1961-08-01,bermuda,,fishing,M,22.0,N,Bermuda,August,1961.0,1960.0,Unknown
1961-08-01,usa,HAWAII,fishing,M,38.0,N,United States,August,1961.0,1960.0,Summer
1961-08-01,papua new guinea,SANDAUN PROVINCE,fishing,M,,N,Papua New Guinea,August,1961.0,1960.0,Winter
1961-07-01,usa,NEW YORK,fishing,M,57.0,N,United States,July,1961.0,1960.0,Summer
1961-07-01,turkey,ANATOLIA,swimming,M,16.0,N,Turkey,July,1961.0,1960.0,Summer
1961-07-01,australia,QUEENSLAND,fishing,UNKNOWN,,N,Australia,July,1961.0,1960.0,Winter
1961-07-01,italy,ADRIATIC SEA,fishing,M,21.0,N,Italy,July,1961.0,1960.0,Summer
1961-07-01,panama,,fishing,M,10.0,Y,Panama,July,1961.0,1960.0,Summer
1961-06-01,usa,FLORIDA,diving,M,23.0,Y,United States,June,1961.0,1960.0,Summer
1961-06-01,usa,FLORIDA,Unspecific,M,25.0,N,United States,June,1961.0,1960.0,Summer
1961-06-01,usa,FLORIDA,fishing,M,,N,United States,June,1961.0,1960.0,Summer
1961-06-01,new britain,EAST NEW BRITAIN PROVINCE,fishing,M,,N,Papua New Guinea,June,1961.0,1960.0,Winter
1961-06-01,papua new guinea,"ADMIRALTY ISLANDS, MANUS PROVINCE",fishing,M,19.0,N,Papua New Guinea,June,1961.0,1960.0,Winter
1961-05-01,usa,CALIFORNIA,diving,M,20.0,N,United States,May,1961.0,1960.0,Spring
1961-05-01,new britain,EAST NEW BRITAIN PROVINCE,fishing,M,,N,Papua New Guinea,May,1961.0,1960.0,Autumn
1961-05-01,usa,FLORIDA,Unspecific,M,52.0,N,United States,May,1961.0,1960.0,Spring
1961-05-01,australia,WESTERN AUSTRALIA,fishing,M,,N,Australia,May,1961.0,1960.0,Autumn
1961-04-01,usa,FLORIDA,Unspecific,M,10.0,UNKNOWN,United States,April,1961.0,1960.0,Spring
1961-04-01,australia,NEW SOUTH WALES,fishing,M,,N,Australia,April,1961.0,1960.0,Autumn
1961-04-01,mozambique,GAZA,swimming,M,37.0,N,Mozambique,April,1961.0,1960.0,Autumn
1961-04-01,south africa,EASTERN CAPE PROVINCE,diving,M,,N,South Africa,April,1961.0,1960.0,Autumn
1961-04-01,usa,FLORIDA,fishing,M,22.0,N,United States,April,1961.0,1960.0,Spring
1961-04-01,australia,NEW SOUTH WALES,fishing,M,21.0,N,Australia,April,1961.0,1960.0,Autumn
1961-04-01,australia,NEW SOUTH WALES,fishing,M,40.0,N,Australia,April,1961.0,1960.0,Autumn
1961-04-01,mozambique,GAZA,swimming,M,38.0,Y,Mozambique,April,1961.0,1960.0,Autumn
1961-04-01,persian gulf,UNITED ARAB EMIRATES,Unspecific,UNKNOWN,,Y,Persian Gulf,April,1961.0,1960.0,Unknown
1961-04-01,australia,VICTORIA,fishing,M,24.0,N,Australia,April,1961.0,1960.0,Autumn
1961-04-01,australia,WESTERN AUSTRALIA,fishing,M,,N,Australia,April,1961.0,1960.0,Autumn
1961-03-01,australia,SOUTH AUSTRALIA,fishing,M,24.0,N,Australia,March,1961.0,1960.0,Autumn
1961-03-01,australia,VICTORIA,swimming,M,24.0,N,Australia,March,1961.0,1960.0,Autumn
1961-03-01,australia,WESTERN AUSTRALIA,fishing,F,,N,Australia,March,1961.0,1960.0,Autumn
1961-03-01,australia,SOUTH AUSTRALIA,fishing,M,21.0,N,Australia,March,1961.0,1960.0,Autumn
1961-03-01,north pacific ocean,WAKE ISLAND (ENENKIO),diving,M,33.0,N,North Pacific Ocean,March,1961.0,1960.0,Unknown
1961-03-01,south africa,KWAZULU-NATAL,fishing,M,44.0,N,South Africa,March,1961.0,1960.0,Autumn
1961-03-01,fiji,"19S, 178?E",Unspecific,M,,N,Fiji,March,1961.0,1960.0,Autumn
1961-02-01,usa,PENNSYLVANIA,Unspecific,M,30.0,N,United States,February,1961.0,1960.0,Winter
1961-02-01,australia,VICTORIA,Unspecific,F,,N,Australia,February,1961.0,1960.0,Summer
1961-02-01,south africa,WESTERN CAPE PROVINCE,fishing,M,27.0,N,South Africa,February,1961.0,1960.0,Summer
1961-02-01,south africa,EASTERN CAPE PROVINCE,swimming,M,14.0,Y,South Africa,February,1961.0,1960.0,Summer
1961-02-01,australia,WESTERN AUSTRALIA,fishing,M,,N,Australia,February,1961.0,1960.0,Summer
1961-02-01,usa,CALIFORNIA,Unspecific,M,,UNKNOWN,United States,February,1961.0,1960.0,Winter
1961-01-01,south africa,WESTERN CAPE PROVINCE,fishing,UNKNOWN,,N,South Africa,January,1961.0,1960.0,Summer
1961-01-01,south africa,KWAZULU-NATAL,swimming,M,15.0,N,South Africa,January,1961.0,1960.0,Summer
1961-01-01,australia,NEW SOUTH WALES,Unspecific,M,27.0,N,Australia,January,1961.0,1960.0,Summer
1961-01-01,south africa,KWAZULU-NATAL,Unspecific,M,13.0,N,South Africa,January,1961.0,1960.0,Summer
1961-01-01,atlantic ocean,9.35N 79.35W,Unspecific,UNKNOWN,,Y,Atlantic Ocean,January,1961.0,1960.0,Unknown
1961-01-01,australia,NORTHERN TERRITORY,fishing,M,,N,Australia,January,1961.0,1960.0,Summer
1961-01-01,mozambique,LIMPOPO RIVER,swimming,M,,N,Mozambique,January,1961.0,1960.0,Summer
1961-01-01,south africa,WESTERN CAPE PROVINCE,Unspecific,M,,N,South Africa,January,1961.0,1960.0,Summer
1961-01-01,australia,TASMANIA,Unspecific,UNKNOWN,,N,Australia,January,1961.0,1960.0,Summer
,australia,NEW SOUTH WALES,fishing,UNKNOWN,,N,Australia,,,,Unknown
1961-01-01,columbia,RONCADOR BANK,swimming,M,,N,Colombia,January,1961.0,1960.0,Unknown
,senegal,CAP VERT PENINSULA,diving,M,20.0,Y,Senegal,,,,Unknown
,usa,HAWAII,Unspecific,UNKNOWN,,Y,United States,,,,Unknown
1960-12-01,usa,HAWAII,fishing,M,,Y,United States,December,1960.0,1960.0,Winter
1960-12-01,australia,NEW SOUTH WALES,Unspecific,F,27.0,N,Australia,December,1960.0,1960.0,Summer
1960-12-01,south africa,KWAZULU-NATAL,swimming,M,25.0,Y,South Africa,December,1960.0,1960.0,Summer
1960-12-01,australia,QUEENSLAND,diving,M,33.0,N,Australia,December,1960.0,1960.0,Summer
1960-12-01,australia,QUEENSLAND,fishing,M,,N,Australia,December,1960.0,1960.0,Summer
1960-11-01,australia,QUEENSLAND,swimming,M,41.0,N,Australia,November,1960.0,1960.0,Spring
1960-11-01,usa,FLORIDA,boarding,F,51.0,UNKNOWN,United States,November,1960.0,1960.0,Autumn
1960-11-01,australia,QUEENSLAND,surfing,M,17.0,N,Australia,November,1960.0,1960.0,Spring
1960-11-01,australia,WESTERN AUSTRALIA,fishing,M,24.0,N,Australia,November,1960.0,1960.0,Spring
1960-11-01,south africa,WESTERN CAPE PROVINCE,Unspecific,UNKNOWN,,N,South Africa,November,1960.0,1960.0,Spring
1960-11-01,new guinea,WESTERN DISTRICT,Unspecific,M,,N,Papua New Guinea,November,1960.0,1960.0,Spring
1960-11-01,papua new guinea,CENTRAL PROVINCE,fishing,M,,Y,Papua New Guinea,November,1960.0,1960.0,Spring
1960-10-01,usa,CALIFORNIA,Unspecific,M,36.0,N,United States,October,1960.0,1960.0,Autumn
1960-10-01,south africa,WESTERN CAPE PROVINCE,fishing,UNKNOWN,,N,South Africa,October,1960.0,1960.0,Spring
1960-10-01,australia,NEW SOUTH WALES,fishing,M,24.0,UNKNOWN,Australia,October,1960.0,1960.0,Spring
1960-10-01,papua new guinea,NEW BRITAIN,Unspecific,M,26.0,N,Papua New Guinea,October,1960.0,1960.0,Spring
1960-10-01,red sea / indian ocean,ENROUTE FROM SUEZ TO ADEN (YEMEN),Unspecific,M,,Y,Red Sea,October,1960.0,1960.0,Unknown
1960-10-01,usa,FLORIDA,diving,M,,UNKNOWN,United States,October,1960.0,1960.0,Autumn
1960-10-01,johnston island,,diving,M,37.0,UNKNOWN,United States,October,1960.0,1960.0,Autumn
1960-09-01,usa,SOUTH CAROLINA,fishing,M,,N,United States,September,1960.0,1960.0,Autumn
1960-09-01,pacific ocean,180 MILES SOUTHEAST OF OKINAWA,boarding,M,,N,Pacific Ocean,September,1960.0,1960.0,Unknown
1960-09-01,australia,WESTERN AUSTRALIA,Unspecific,UNKNOWN,,N,Australia,September,1960.0,1960.0,Spring
1960-09-01,marshall islands,ENIWETOK ATOLL,diving,M,,UNKNOWN,Marshall Islands,September,1960.0,1960.0,Unknown
1960-08-01,usa,NEW JERSEY,swimming,M,25.0,N,United States,August,1960.0,1960.0,Summer
1960-08-01,senegal,CAP-VERT PENINSULA,Unspecific,UNKNOWN,,Y,Senegal,August,1960.0,1960.0,Unknown
1960-08-01,usa,TEXAS,Unspecific,M,,UNKNOWN,United States,August,1960.0,1960.0,Summer
1960-08-01,usa,CONNECTICUT,diving,M,38.0,N,United States,August,1960.0,1960.0,Summer
1960-08-01,papua new guinea,MILNE BAY PROVINCE,diving,M,,N,Papua New Guinea,August,1960.0,1960.0,Winter
1960-08-01,usa,NEW JERSEY,Unspecific,M,14.0,N,United States,August,1960.0,1960.0,Summer
1960-08-01,usa,NEW JERSEY,Unspecific,M,24.0,N,United States,August,1960.0,1960.0,Summer
1960-08-01,mozambique,DELAGOA BAY,boarding,UNKNOWN,,UNKNOWN,Mozambique,August,1960.0,1960.0,Winter
1960-08-01,usa,FLORIDA,Unspecific,M,15.0,N,United States,August,1960.0,1960.0,Summer
1960-08-01,england,IN THE ENGLISH CHANNEL,Unspecific,M,25.0,N,United Kingdom,August,1960.0,1960.0,Summer
1960-08-01,usa,DELAWARE,fishing,M,46.0,N,United States,August,1960.0,1960.0,Summer
1960-08-01,usa,SOUTH CAROLINA,swimming,M,,Y,United States,August,1960.0,1960.0,Summer
1960-07-01,papua new guinea,MILNE BAY PROVINCE,fishing,M,25.0,N,Papua New Guinea,July,1960.0,1960.0,Winter
1960-07-01,usa,MISSISSIPPI,Unspecific,M,17.0,N,United States,July,1960.0,1960.0,Summer
1960-07-01,usa,VIRGINIA,fishing,M,41.0,N,United States,July,1960.0,1960.0,Summer
1960-07-01,papua new guinea,MADANG,fishing,M,,N,Papua New Guinea,July,1960.0,1960.0,Winter
1960-06-01,usa,SOUTH CAROLINA,surfing,M,,N,United States,June,1960.0,1960.0,Summer
1960-06-01,new zealand,COOK STRAIT,fishing,UNKNOWN,,N,New Zealand,June,1960.0,1960.0,Winter
1960-06-01,north sea,"UNKNOWN, TREATED AT WICK, SCOTLAND",fishing,M,18.0,N,Unknown,June,1960.0,1960.0,Unknown
1960-06-01,usa,FLORIDA,diving,M,39.0,N,United States,June,1960.0,1960.0,Summer
1960-06-01,usa,CALIFORNIA,Unspecific,M,,UNKNOWN,United States,June,1960.0,1960.0,Summer
1960-06-01,philippines,CORREGIDOR ISLAND,surfing,M,58.0,Y,Philippines,June,1960.0,1960.0,Unknown
1960-06-01,usa,GEORGIA,swimming,M,24.0,N,United States,June,1960.0,1960.0,Summer
1960-05-01,panama,SAN BLAS ISLANDS,diving,M,27.0,N,Panama,May,1960.0,1960.0,Spring
1960-05-01,bermuda,PAGET,surfing,M,25.0,N,Bermuda,May,1960.0,1960.0,Unknown
1960-05-01,usa,CALIFORNIA,swimming,F,16.0,N,United States,May,1960.0,1960.0,Spring
1960-05-01,usa,FLORIDA,Unspecific,UNKNOWN,,N,United States,May,1960.0,1960.0,Spring
1960-05-01,papua new guinea,MADANG,Unspecific,UNKNOWN,,Y,Papua New Guinea,May,1960.0,1960.0,Autumn
1960-04-01,south africa,KWAZULU-NATAL,Unspecific,M,16.0,N,South Africa,April,1960.0,1960.0,Autumn
1960-04-01,usa,CALIFORNIA,surfing,M,48.0,N,United States,April,1960.0,1960.0,Spring
1960-04-01,australia,WESTERN AUSTRALIA,fishing,M,,N,Australia,April,1960.0,1960.0,Autumn
1960-04-01,south africa,EASTERN CAPE PROVINCE,fishing,M,,N,South Africa,April,1960.0,1960.0,Autumn
1960-04-01,bermuda,"33N, 68W",Unspecific,M,,UNKNOWN,Bermuda,April,1960.0,1960.0,Unknown
1960-04-01,australia,NEW SOUTH WALES,surfing,M,17.0,N,Australia,April,1960.0,1960.0,Autumn
1960-04-01,australia,VICTORIA,fishing,M,,N,Australia,April,1960.0,1960.0,Autumn
